n1,n2,loan_id,user,market,collateral_deposited,went_below_sl,went_into_sl,sl_max_depth,went_below_then_above_sl,into_then_above_sl,time_in_sl,time_below_sl,total_loan_time,initial_debt,loan_start_time,loan_start_block,loan_end_time,loan_end_block,should_be_liquidated,end_debt
-61,-58,7,0x8876B3271DC005fFE3E103A069672F9ED89ba200,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,4.11088132,True,True,1.0,True,True,832140,345600,2611536,85432.50578517753,1727682671,20862386,1730294207,21078699,False,136853.36454186862
-71,-68,8,0x8876B3271DC005fFE3E103A069672F9ED89ba200,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,4.86071491,True,True,1.0,True,True,345600,129600,576216,136853.36454186862,1730294207,21078699,1730870423,21126483,False,144366.0231110161
-102,-99,14,0x8876B3271DC005fFE3E103A069672F9ED89ba200,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,4.99570627,True,True,1.0,True,True,935256,216000,1377708,188271.43979094297,1732263155,21241999,1733640863,21356110,False,100594.6254211149
-104,-101,69,0xe0d9d9dB35830B3e24Bea8cB064003bF4F157433,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,4.79835764,True,True,1.0,True,True,489600,2088000,3080652,127773.16526663766,1734331859,21413400,1737412511,21668724,False,115336.15876449044
-72,-69,23,0xA05fe74fb4fBb6c0dFb213C8aF532286f473E0C4,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.33859774,True,True,0.9948564051004417,True,True,36816,6384,102996,17368.9,1709628227,19367846,1709731223,19376389,False,15376.404902654776
-69,-66,2,0xDb2e1424224eB8984E94F9c133efc4ea369A9e7F,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,2.03022697,True,True,1.0,True,True,699672,100800,4067100,114081.19475034579,1709689151,19372902,1713756251,19708533,False,93419.74120199167
-78,-75,3,0xdce21A3AdFBdb23Db3911dF3C624821b991F06f1,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,2.49935301,True,True,1.0,True,True,2188080,18320400,21011268,154362.76344975232,1710262451,19420319,1731273719,21159927,False,118232.67366371714
-71,-68,7,0xE8fdC1E580BAd44f672BC62ee11e3C8214a3a4fF,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,0.67856309,True,True,0.7375854356924038,True,True,41388,1812,262692,38879.96631884575,1709559659,19362159,1709822351,19383946,False,42800.64385252117
-81,-78,10,0xE8fdC1E580BAd44f672BC62ee11e3C8214a3a4fF,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,1.17856309,True,True,1.0,True,True,961080,19846920,27073296,72583.49665388322,1710416315,19433002,1737489611,21675111,False,67506.43554715213
6,9,3,0xA79dcC39b4e7c647939112B68fB2f3dF3E988647,0x4e59541306910aD6dC1daC0AC9dFB29bD9F15c67,2.10770364,True,True,1.0,True,True,662400,4881600,5736456,53778.288397218894,1692095879,17919993,1697832335,18394104,False,51542.531687796705
